id,parsed_jt,certification,llm_evaluation,llm_explanation,certification_names,jt-certification match,cluster,cluster_label,seniority
6244,Certified Surgical Technologist,CPR certification,MATCH,"CPR is a common and often required certification for healthcare professionals, including surgical technologists.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
6245,Certified Surgical Technologist,CPR certification,MATCH,CPR is a common and often required certification for healthcare professionals like Surgical Technologists.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
6246,Certified Surgical Technologist,CPR certification,MATCH,"CPR is a common and often required certification for healthcare professionals, including surgical technologists.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
6249,Certified Surgical Technologist CST,CPR certification,MATCH,"CPR is a common and often required certification for healthcare professionals, including Surgical Technologists.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
6251,Certified Surgical Technologist Hospital,CPR certification,MATCH,"CPR certification is commonly required for healthcare professionals, including Surgical Technologists in a hospital setting.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
6252,Certified Surgical Technologist L & D,CPR certification,MATCH,"CPR is a standard requirement for healthcare professionals like Surgical Technologists, especially in L&D.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
6253,Certified Surgical Technologist OR,CPR certification,MATCH,"CPR is a common requirement for healthcare professionals, including Surgical Technologists working in an OR.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
6258,Certified Teacher,CPR certification,MATCH,CPR certification is often required or highly recommended for teachers for student safety.,CPR certification,NO MATCH,2,Education Professionals,Non-managerial
6260,Certified Teacher ASD entry level,CPR certification,MATCH,"CPR certification is often required or highly valued for teachers, especially those working with special needs students.",CPR certification,NO MATCH,2,Education Professionals,Non-managerial
6261,Certified Teachers,CPR certification,MATCH,CPR certification is often required or highly recommended for teachers for student safety.,CPR certification,NO MATCH,2,Education Professionals,Non-managerial
6289,Chair Department of Emergency Medicine,CPR certification,MATCH,"CPR is a fundamental skill for any medical professional in an Emergency Department, including leadership roles.",CPR certification,POSSIBLE MATCH,1,Healthcare Professionals,Managerial
6291,Chair Division Vascular Surgery,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,"Medical professionals, especially surgeons in leadership, require licensure by the relevant authority.",Licensure as required by Authority Having Jurisdiction (AHJ),POSSIBLE MATCH,1,Healthcare Professionals,Managerial
6292,Chair Emergency Medicine,CPR certification,MATCH,"CPR is a fundamental certification for all emergency medicine personnel, including leadership roles.",CPR certification,POSSIBLE MATCH,1,Healthcare Professionals,Managerial
6295,Chair Surgical Intensive Care,CPR certification,MATCH,"CPR is commonly required for clinical staff in an ICU, including leadership positions like Chair.",CPR certification,POSSIBLE MATCH,1,Healthcare Professionals,Managerial
6328,Chaplain Hospice,CPR certification,MATCH,CPR is often required or beneficial for staff in hospice settings for emergency response.,CPR certification,NO MATCH,1,Healthcare Professionals,Non-managerial
6330,Chaplain Hospice,CPR certification,MATCH,CPR is often required or beneficial for staff in hospice settings for emergency response.,CPR certification,NO MATCH,1,Healthcare Professionals,Non-managerial
6331,Chaplain Hospice,CPR certification,MATCH,CPR is often required or beneficial for staff in hospice settings for emergency response.,CPR certification,NO MATCH,1,Healthcare Professionals,Non-managerial
6332,Chaplain Palliative Care,CPR certification,MATCH,"CPR is often required for healthcare staff, including chaplains, with direct patient contact in palliative care.",CPR certification,NO MATCH,1,Healthcare Professionals,Non-managerial
6336,Charge Nurse,CPR certification,MATCH,CPR certification is essential and commonly required for Charge Nurses in direct patient care.,CPR certification,MATCH,9,Nursing & Healthcare,Managerial
6337,Charge Nurse,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Licensure is a standard requirement for nursing roles like Charge Nurse.,Licensure as required by Authority Having Jurisdiction (AHJ),POSSIBLE MATCH,9,Nursing & Healthcare,Managerial
6339,Charge Nurse,CPR certification,MATCH,CPR certification is essential and commonly required for Charge Nurses in direct patient care.,CPR certification,POSSIBLE MATCH,9,Nursing & Healthcare,Managerial
6340,Charge Nurse,CPR certification,MATCH,CPR certification is essential and commonly required for Charge Nurses in direct patient care.,CPR certification,MATCH,9,Nursing & Healthcare,Managerial
6341,Charge Nurse,CPR certification,MATCH,CPR certification is essential and commonly required for Charge Nurses in direct patient care.,CPR certification,MATCH,9,Nursing & Healthcare,Managerial
6342,Charge Nurse,CPR certification,MATCH,CPR certification is essential and commonly required for Charge Nurses in direct patient care.,CPR certification,POSSIBLE MATCH,9,Nursing & Healthcare,Managerial
6344,Charge Nurse 2,CPR certification,MATCH,"CPR is a fundamental and often required certification for nursing roles, including Charge Nurses.",CPR certification,MATCH,9,Nursing & Healthcare,Managerial
6345,Charge Nurse Adult Medicine,CPR certification,MATCH,"CPR is a fundamental and often required certification for nursing roles, including Charge Nurses.",CPR certification,MATCH,9,Nursing & Healthcare,Managerial
6346,Charge Nurse II,CPR certification,MATCH,"CPR is a fundamental and often required certification for nursing roles, including Charge Nurse.",CPR certification,MATCH,9,Nursing & Healthcare,Managerial
6347,Charge Nurse II,CPR certification,MATCH,"CPR is a fundamental and often required certification for nursing roles, including Charge Nurse.",CPR certification,MATCH,9,Nursing & Healthcare,Managerial
6351,Charge Nurse PEDI,CPR certification,MATCH,"CPR is a fundamental and often required certification for nurses, especially in pediatric care.",CPR certification,MATCH,9,Nursing & Healthcare,Managerial
6355,Charge Nurse Urgent Care,CPR certification,MATCH,"CPR certification is essential for nurses, especially in urgent care settings dealing with emergencies.",CPR certification,MATCH,9,Nursing & Healthcare,Managerial
6356,Charge RN,CPR certification,MATCH,"CPR certification is typically required for Registered Nurses, including Charge RNs, for patient safety.",CPR certification,MATCH,9,Nursing & Healthcare,Managerial
6357,Charge RN II,CPR certification,MATCH,CPR is a standard and often required certification for Registered Nurses in direct patient care.,CPR certification,MATCH,9,Nursing & Healthcare,Managerial
6358,Charges Nurse Adult Medicine,CPR certification,MATCH,"CPR certification is commonly required for nursing roles, including Charge Nurse in Adult Medicine.",CPR certification,MATCH,9,Nursing & Healthcare,Managerial
6362,Cheer Coach,CPR certification,MATCH,CPR certification is highly relevant and often required for Cheer Coaches to ensure athlete safety during physical activities.,CPR certification,POSSIBLE MATCH,6,Athletics/Sports Staff,Non-managerial
6364,Cheerleading Supervisor,CPR certification,MATCH,Ensuring participant safety makes CPR certification highly relevant for this role.,CPR certification,POSSIBLE MATCH,8,Community & Recreation Services,Managerial
6365,Chef,CPR certification,MATCH,"CPR is relevant for safety in kitchen environments, addressing potential workplace emergencies.",CPR certification,NO MATCH,8,Community & Recreation Services,Non-managerial
6369,Chef Instructor Professional Pastry Programs,OSHA 10 certification,MATCH,"OSHA 10 covers general workplace safety, directly relevant for a Chef Instructor managing a kitchen learning environment.",OSHA 10 certification,POSSIBLE MATCH,8,Community & Recreation Services,Managerial
6375,Chef de Cuisine,Safety certification,MATCH,"Safety, especially food safety, is crucial and often required for a Chef de Cuisine role.",Safety certification,NO MATCH,8,Community & Recreation Services,Managerial
6381,Chemical Lab Manager,EPA certification,MATCH,"Relevant EPA certifications (e.g., hazardous waste) are often required or beneficial for Chemical Lab Managers.",EPA certification,NO MATCH,4,Construction and Facilities,Managerial
6392,Chemistry Teacher,CPR certification,MATCH,CPR certification is often required or recommended for teachers for student safety.,CPR certification,NO MATCH,2,Education Professionals,Non-managerial
6393,Chemistry Teacher,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,"Teachers typically require licensure from the relevant authority to teach, which is described by this certification.",Licensure as required by Authority Having Jurisdiction (AHJ),NO MATCH,2,Education Professionals,Non-managerial
6397,Cherry Picker Stand up Forklift Operator,Powered Industrial Equipment Certification,MATCH,"Cherry pickers are powered industrial equipment, making this certification directly relevant and often required.",Powered Industrial Equipment Certification,POSSIBLE MATCH,8,Community & Recreation Services,Non-managerial
6401,Chief Building Engineer,CFC certification,MATCH,"CFC certification is relevant for handling refrigerants in HVAC systems, which a Chief Building Engineer often oversees.",CFC certification,NO MATCH,4,Construction and Facilities,Managerial
